time,step-size,{inspector}.inspectorInstance.uav1goToNext,{inspector}.inspectorInstance.uav2goToNext,{inspector}.inspectorInstance.uav3goToNext,{inspector}.inspectorInstance.uav4goToNext,{uavCont}.controller1.onStation,{uavCont}.controller1.pitchOut,{uavCont}.controller1.rollOut,{uavCont}.controller1.throttleOut,{uavCont}.controller1.yawOut,{uavCont}.controller2.onStation,{uavCont}.controller2.pitchOut,{uavCont}.controller2.rollOut,{uavCont}.controller2.throttleOut,{uavCont}.controller2.yawOut,{uavCont}.controller3.onStation,{uavCont}.controller3.pitchOut,{uavCont}.controller3.rollOut,{uavCont}.controller3.throttleOut,{uavCont}.controller3.yawOut,{uavCont}.controller4.onStation,{uavCont}.controller4.pitchOut,{uavCont}.controller4.rollOut,{uavCont}.controller4.throttleOut,{uavCont}.controller4.yawOut,{uav}.uav1.batteryCharge,{uav}.uav1.currentPitch,{uav}.uav1.currentRoll,{uav}.uav1.currentYaw,{uav}.uav1.posX,{uav}.uav1.posY,{uav}.uav1.posZ,{uav}.uav1.velX,{uav}.uav1.velY,{uav}.uav1.velZ,{uav}.uav2.batteryCharge,{uav}.uav2.currentPitch,{uav}.uav2.currentRoll,{uav}.uav2.currentYaw,{uav}.uav2.posX,{uav}.uav2.posY,{uav}.uav2.posZ,{uav}.uav2.velX,{uav}.uav2.velY,{uav}.uav2.velZ,{uav}.uav3.batteryCharge,{uav}.uav3.currentPitch,{uav}.uav3.currentRoll,{uav}.uav3.currentYaw,{uav}.uav3.posX,{uav}.uav3.posY,{uav}.uav3.posZ,{uav}.uav3.velX,{uav}.uav3.velY,{uav}.uav3.velZ,{uav}.uav4.batteryCharge,{uav}.uav4.currentPitch,{uav}.uav4.currentRoll,{uav}.uav4.currentYaw,{uav}.uav4.posX,{uav}.uav4.posY,{uav}.uav4.posZ,{uav}.uav4.velX,{uav}.uav4.velY,{uav}.uav4.velZ
0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6480.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6480.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6480.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6480.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
0.1,0.1,1,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6485.0,0.0,0.0,0.0,5.0,5.0,-0.015736584220275535,0.0,0.0,0.009475949491723297,6485.0,0.0,0.0,0.0,5.0,5.0,-0.015736584220275535,0.0,0.0,0.009475949491723297,6485.0,0.0,0.0,0.0,5.0,5.0,-0.015736584220275535,0.0,0.0,0.009475949491723297,6485.0,0.0,0.0,0.0,5.0,5.0,-0.015736584220275535,0.0,0.0,0.009475949491723297
0.30000000000000004,0.2,1,1,1,1,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,6485.0,0.0,0.0,0.0,5.0,5.0,-0.01194428036631159,0.0,0.0,0.007965243393085807,6485.0,0.0,0.0,0.0,5.0,5.0,-0.01194428036631159,0.0,0.0,0.007965243393085807,6485.0,0.0,0.0,0.0,5.0,5.0,-0.01194428036631159,0.0,0.0,0.007965243393085807,6485.0,0.0,0.0,0.0,5.0,5.0,-0.01194428036631159,0.0,0.0,0.007965243393085807
0.5,0.2,1,1,1,1,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,6482.556801551455,0.0,-0.15968766601801174,0.0,4.981243587788516,5.0,0.08953636587132631,-0.2528143637413166,0.0,0.7907960474929809,6482.556801551455,0.0,-0.15968766601801174,0.0,4.981243587788516,5.0,0.08953636587132631,-0.2528143637413166,0.0,0.7907960474929809,6482.556801551455,0.0,-0.15968766601801174,0.0,4.981243587788516,5.0,0.08953636587132631,-0.2528143637413166,0.0,0.7907960474929809,6482.556801551455,0.0,-0.15968766601801174,0.0,4.981243587788516,5.0,0.08953636587132631,-0.2528143637413166,0.0,0.7907960474929809
0.7,0.2,1,1,1,1,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,6479.959777936081,0.0,-0.19184631630947405,0.0,4.886844117109955,5.0,0.2998192801045102,-0.7033337247495004,0.0,1.3078951054829584,6479.959777936081,0.0,-0.19184631630947405,0.0,4.886844117109955,5.0,0.2998192801045102,-0.7033337247495004,0.0,1.3078951054829584,6479.959777936081,0.0,-0.19184631630947405,0.0,4.886844117109955,5.0,0.2998192801045102,-0.7033337247495004,0.0,1.3078951054829584,6479.959777936081,0.0,-0.19184631630947405,0.0,4.886844117109955,5.0,0.2998192801045102,-0.7033337247495004,0.0,1.3078951054829584
0.8999999999999999,0.2,1,1,1,1,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,6477.564264185864,0.0,0.12102451855434454,0.0,4.735072782321375,5.0,0.614916542022228,-0.6861482841731952,0.0,1.841969751717107,6477.564264185864,0.0,0.12102451855434454,0.0,4.735072782321375,5.0,0.614916542022228,-0.6861482841731952,0.0,1.841969751717107,6477.564264185864,0.0,0.12102451855434454,0.0,4.735072782321375,5.0,0.614916542022228,-0.6861482841731952,0.0,1.841969751717107,6477.564264185864,0.0,0.12102451855434454,0.0,4.735072782321375,5.0,0.614916542022228,-0.6861482841731952,0.0,1.841969751717107
1.0999999999999999,0.2,1,1,1,1,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,6480.00267440262,0.0,0.18402620162596905,0.0,4.636117245522048,5.0,1.0332951163755684,-0.27877588608495196,0.0,2.33435861230759,6480.00267440262,0.0,0.18402620162596905,0.0,4.636117245522048,5.0,1.0332951163755684,-0.27877588608495196,0.0,2.33435861230759,6480.00267440262,0.0,0.18402620162596905,0.0,4.636117245522048,5.0,1.0332951163755684,-0.27877588608495196,0.0,2.33435861230759,6480.00267440262,0.0,0.18402620162596905,0.0,4.636117245522048,5.0,1.0332951163755684,-0.27877588608495196,0.0,2.33435861230759
1.2999999999999998,0.2,1,1,1,1,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,6477.383936317982,0.0,0.19676909554936015,0.0,4.628187325097838,5.0,1.5463233686468532,0.20439532541317917,0.0,2.790941678303293,6477.383936317982,0.0,0.19676909554936015,0.0,4.628187325097838,5.0,1.5463233686468532,0.20439532541317917,0.0,2.790941678303293,6477.383936317982,0.0,0.19676909554936015,0.0,4.628187325097838,5.0,1.5463233686468532,0.20439532541317917,0.0,2.790941678303293,6477.383936317982,0.0,0.19676909554936015,0.0,4.628187325097838,5.0,1.5463233686468532,0.20439532541317917,0.0,2.790941678303293
1.4999999999999998,0.2,1,1,1,1,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,0,0.0,0.2,0.51,0.0,6474.754013630852,0.0,0.19934650836797,0.0,4.718691602930654,5.0,2.14781155486385,0.7009067239534381,0.0,3.2193433622923715,6474.754013630852,0.0,0.19934650836797,0.0,4.718691602930654,5.0,2.14781155486385,0.7009067239534381,0.0,3.2193433622923715,6474.754013630852,0.0,0.19934650836797,0.0,4.718691602930654,5.0,2.14781155486385,0.7009067239534381,0.0,3.2193433622923715,6474.754013630852,0.0,0.19934650836797,0.0,4.718691602930654,5.0,2.14781155486385,0.7009067239534381,0.0,3.2193433622923715
1.6999999999999997,0.2,1,1,1,1,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,6472.121844221091,0.0,0.19986782298280326,0.0,4.908277480681296,5.0,2.832218299507097,1.1935801329604914,0.0,3.620014284428603,6472.121844221091,0.0,0.19986782298280326,0.0,4.908277480681296,5.0,2.832218299507097,1.1935801329604914,0.0,3.620014284428603,6472.121844221091,0.0,0.19986782298280326,0.0,4.908277480681296,5.0,2.832218299507097,1.1935801329604914,0.0,3.620014284428603,6472.121844221091,0.0,0.19986782298280326,0.0,4.908277480681296,5.0,2.832218299507097,1.1935801329604914,0.0,3.620014284428603
1.8999999999999997,0.2,1,1,1,1,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,6469.724640664709,0.0,-0.11940206652353448,0.0,5.158361393261601,5.0,3.5975853787683163,1.1766014088025214,0.0,4.030588887602907,6469.724640664709,0.0,-0.11940206652353448,0.0,5.158361393261601,5.0,3.5975853787683163,1.1766014088025214,0.0,4.030588887602907,6469.724640664709,0.0,-0.11940206652353448,0.0,5.158361393261601,5.0,3.5975853787683163,1.1766014088025214,0.0,4.030588887602907,6469.724640664709,0.0,-0.11940206652353448,0.0,5.158361393261601,5.0,3.5975853787683163,1.1766014088025214,0.0,4.030588887602907
2.0999999999999996,0.2,1,1,1,1,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,6467.164562751813,0.0,-0.18369804001001852,0.0,5.3549012778932585,5.0,4.440321590946022,0.7643644058897503,0.0,4.387596895563198,6467.164562751813,0.0,-0.18369804001001852,0.0,5.3549012778932585,5.0,4.440321590946022,0.7643644058897503,0.0,4.387596895563198,6467.164562751813,0.0,-0.18369804001001852,0.0,5.3549012778932585,5.0,4.440321590946022,0.7643644058897503,0.0,4.387596895563198,6467.164562751813,0.0,-0.18369804001001852,0.0,5.3549012778932585,5.0,4.440321590946022,0.7643644058897503,0.0,4.387596895563198
2.3,0.2,1,1,1,1,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,6464.546114379194,0.0,-0.19670272067716785,0.0,5.459688131833791,5.0,5.349782923028165,0.2791823079770459,0.0,4.70116392527039,6464.546114379194,0.0,-0.19670272067716785,0.0,5.459688131833791,5.0,5.349782923028165,0.2791823079770459,0.0,4.70116392527039,6464.546114379194,0.0,-0.19670272067716785,0.0,5.459688131833791,5.0,5.349782923028165,0.2791823079770459,0.0,4.70116392527039,6464.546114379194,0.0,-0.19670272067716785,0.0,5.459688131833791,5.0,5.349782923028165,0.2791823079770459,0.0,4.70116392527039
2.5,0.2,1,1,1,1,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,6461.916249619874,0.0,-0.19933308320352539,0.0,5.465780235340032,5.0,6.318706462771886,-0.21913312193485618,0.0,4.983209723204417,6461.916249619874,0.0,-0.19933308320352539,0.0,5.465780235340032,5.0,6.318706462771886,-0.21913312193485618,0.0,4.983209723204417,6461.916249619874,0.0,-0.19933308320352539,0.0,5.465780235340032,5.0,6.318706462771886,-0.21913312193485618,0.0,4.983209723204417,6461.916249619874,0.0,-0.19933308320352539,0.0,5.465780235340032,5.0,6.318706462771886,-0.21913312193485618,0.0,4.983209723204417
2.7,0.2,1,1,1,1,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,0,0.0,-0.2,0.51,0.0,6459.28409189924,0.0,-0.19986510757207004,0.0,5.371995605025094,5.0,7.341222653135499,-0.7181259163258575,0.0,5.237480002315133,6459.28409189924,0.0,-0.19986510757207004,0.0,5.371995605025094,5.0,7.341222653135499,-0.7181259163258575,0.0,5.237480002315133,6459.28409189924,0.0,-0.19986510757207004,0.0,5.371995605025094,5.0,7.341222653135499,-0.7181259163258575,0.0,5.237480002315133,6459.28409189924,0.0,-0.19986510757207004,0.0,5.371995605025094,5.0,7.341222653135499,-0.7181259163258575,0.0,5.237480002315133
